Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestC,Chrome 62.0.3202.94,,2018-05-10 11:22:13,2018-05-10 11:22:40,27.510s,PASSED
,,,,,,
Test Cases/TestC,Chrome 62.0.3202.94,"If the user is user role, the system will go to the user page which consists of \u201CProducts\u201D and \u201CCarts\u201D menus",2018-05-10 11:22:13,2018-05-10 11:22:40,26.601s,PASSED
openBrowser,Chrome 62.0.3202.94,,2018-05-10 11:22:14,2018-05-10 11:22:22,8.085s,PASSED
navigateToUrl,Chrome 62.0.3202.94,,2018-05-10 11:22:22,2018-05-10 11:22:37,14.879s,PASSED
setText,Chrome 62.0.3202.94,,2018-05-10 11:22:37,2018-05-10 11:22:37,0.315s,PASSED
setText,Chrome 62.0.3202.94,,2018-05-10 11:22:37,2018-05-10 11:22:37,0.202s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 11:22:37,2018-05-10 11:22:38,0.167s,PASSED
verifyElementClickable,Chrome 62.0.3202.94,,2018-05-10 11:22:38,2018-05-10 11:22:39,1.246s,PASSED
verifyElementClickable,Chrome 62.0.3202.94,,2018-05-10 11:22:39,2018-05-10 11:22:39,0.080s,PASSED
closeBrowser,Chrome 62.0.3202.94,,2018-05-10 11:22:39,2018-05-10 11:22:40,1.030s,PASSED
