Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestH,Chrome 62.0.3202.94,,2018-05-10 12:09:47,2018-05-10 12:10:25,38.187s,PASSED
,,,,,,
Test Cases/TestH,Chrome 62.0.3202.94,"When the user enters the Products page, and clicked at the add to cart button, the button will be changed to already added, and the number of selected products is shown next to the Carts menu",2018-05-10 12:09:47,2018-05-10 12:10:08,20.532s,PASSED
openBrowser,Chrome 62.0.3202.94,,2018-05-10 12:09:48,2018-05-10 12:09:54,6.656s,PASSED
navigateToUrl,Chrome 62.0.3202.94,,2018-05-10 12:09:54,2018-05-10 12:10:02,7.840s,PASSED
setText,Chrome 62.0.3202.94,,2018-05-10 12:10:02,2018-05-10 12:10:03,0.406s,PASSED
setText,Chrome 62.0.3202.94,,2018-05-10 12:10:03,2018-05-10 12:10:03,0.235s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 12:10:03,2018-05-10 12:10:03,0.205s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 12:10:03,2018-05-10 12:10:04,1.411s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:04,2018-05-10 12:10:05,0.165s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 12:10:05,2018-05-10 12:10:05,0.256s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:05,2018-05-10 12:10:05,0.058s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 12:10:05,2018-05-10 12:10:05,0.184s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:05,2018-05-10 12:10:05,0.068s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 12:10:05,2018-05-10 12:10:05,0.161s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:05,2018-05-10 12:10:05,0.046s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 12:10:05,2018-05-10 12:10:05,0.151s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:05,2018-05-10 12:10:06,0.045s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 12:10:06,2018-05-10 12:10:06,0.245s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:06,2018-05-10 12:10:06,0.110s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:06,2018-05-10 12:10:06,0.097s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:06,2018-05-10 12:10:06,0.084s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:06,2018-05-10 12:10:06,0.081s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:06,2018-05-10 12:10:06,0.091s,PASSED
closeBrowser,Chrome 62.0.3202.94,,2018-05-10 12:10:06,2018-05-10 12:10:08,1.463s,PASSED
,,,,,,
Test Cases/TestH,Chrome 62.0.3202.94,"When the user enters the Products page, and clicked at the add to cart button, the button will be changed to already added, and the number of selected products is shown next to the Carts menu",2018-05-10 12:10:08,2018-05-10 12:10:25,17.176s,PASSED
openBrowser,Chrome 62.0.3202.94,,2018-05-10 12:10:08,2018-05-10 12:10:13,5.185s,PASSED
navigateToUrl,Chrome 62.0.3202.94,,2018-05-10 12:10:13,2018-05-10 12:10:20,6.767s,PASSED
setText,Chrome 62.0.3202.94,,2018-05-10 12:10:20,2018-05-10 12:10:20,0.233s,PASSED
setText,Chrome 62.0.3202.94,,2018-05-10 12:10:20,2018-05-10 12:10:20,0.200s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 12:10:20,2018-05-10 12:10:20,0.152s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 12:10:20,2018-05-10 12:10:22,1.456s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:22,2018-05-10 12:10:22,0.133s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 12:10:22,2018-05-10 12:10:22,0.229s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:22,2018-05-10 12:10:22,0.053s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 12:10:22,2018-05-10 12:10:22,0.212s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:22,2018-05-10 12:10:22,0.049s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 12:10:22,2018-05-10 12:10:23,0.162s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:23,2018-05-10 12:10:23,0.061s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 12:10:23,2018-05-10 12:10:23,0.178s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:23,2018-05-10 12:10:23,0.053s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 12:10:23,2018-05-10 12:10:23,0.248s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:23,2018-05-10 12:10:23,0.100s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:23,2018-05-10 12:10:23,0.103s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:23,2018-05-10 12:10:23,0.099s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:23,2018-05-10 12:10:24,0.100s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 12:10:24,2018-05-10 12:10:24,0.083s,PASSED
closeBrowser,Chrome 62.0.3202.94,,2018-05-10 12:10:24,2018-05-10 12:10:25,1.250s,PASSED
