Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestI,Chrome 62.0.3202.94,,2018-05-10 01:10:08,2018-05-10 01:11:20,1m - 11.532s,PASSED
,,,,,,
Test Cases/TestI,Chrome 62.0.3202.94,"After selecting the products, if the user moves to the Carts page, all the selected products is shown in the cart page. The user can change the amount of products for each type of product, and the total price will be changed regarding to the input value.If the user clicks confirm button, the transaction will be added.",2018-05-10 01:10:09,2018-05-10 01:10:37,28.195s,PASSED
openBrowser,Chrome 62.0.3202.94,,2018-05-10 01:10:10,2018-05-10 01:10:21,10.690s,PASSED
navigateToUrl,Chrome 62.0.3202.94,,2018-05-10 01:10:21,2018-05-10 01:10:31,10.781s,PASSED
setText,Chrome 62.0.3202.94,,2018-05-10 01:10:31,2018-05-10 01:10:32,0.430s,PASSED
setText,Chrome 62.0.3202.94,,2018-05-10 01:10:32,2018-05-10 01:10:32,0.188s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 01:10:32,2018-05-10 01:10:32,0.179s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 01:10:32,2018-05-10 01:10:33,1.224s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 01:10:33,2018-05-10 01:10:34,0.096s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 01:10:34,2018-05-10 01:10:34,0.909s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 01:10:34,2018-05-10 01:10:35,0.084s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 01:10:35,2018-05-10 01:10:35,0.171s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 01:10:35,2018-05-10 01:10:35,0.143s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 01:10:35,2018-05-10 01:10:35,0.090s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 01:10:35,2018-05-10 01:10:35,0.058s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 01:10:35,2018-05-10 01:10:35,0.074s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 01:10:35,2018-05-10 01:10:35,0.067s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 01:10:35,2018-05-10 01:10:35,0.057s,PASSED
setText,Chrome 62.0.3202.94,,2018-05-10 01:10:35,2018-05-10 01:10:35,0.161s,PASSED
click,Chrome 62.0.3202.94,,2018-05-10 01:10:35,2018-05-10 01:10:36,0.107s,PASSED
acceptAlert,Chrome 62.0.3202.94,,2018-05-10 01:10:36,2018-05-10 01:10:36,0.039s,PASSED
verifyElementText,Chrome 62.0.3202.94,,2018-05-10 01:10:36,2018-05-10 01:10:36,0.625s,PASSED
closeBrowser,Chrome 62.0.3202.94,,2018-05-10 01:10:36,2018-05-10 01:10:37,1.289s,PASSED
,,,,,,
Test Cases/TestI,Chrome 62.0.3202.94,"After selecting the products, if the user moves to the Carts page, all the selected products is shown in the cart page. The user can change the amount of products for each type of product, and the total price will be changed regarding to the input value.If the user clicks confirm button, the transaction will be added.",2018-05-10 01:10:37,2018-05-10 01:11:00,22.613s,PASSED
openBrowser,Chrome 62.0.3202.94,,2018-05-10 01:10:38,2018-05-10 01:10:44,5.881s,PASSED
navigateToUrl,Chrome 62.0.3202.94,,2018-05-10 01:10:44,2018-05-10 01:10:54,10.213s,PASSED
